Einstellung		    p		        N		      E[Nin]	    	V[Nin]		    Nin	  	Pi		    Abweichung
5;3;16			      0,785398163	100		    78,53981634	  16,85478883	  88		  3,52	  	0,164218337
205;29573;139968	0,785398163	100		    78,53981634	  16,85478883	  80	  	3,2	    	0,164218337
5;3;16			      0,785398163	10000		  7853,981634	  1685,478883	  8750		3,52	  	0,016421834
205;29573;139968	0,785398163	10000		  7853,981634	  1685,478883	  7768		3,1072		0,016421834
5;3;16			      0,785398163	100000		78539,81634	  16854,78883	  87500		3,5		    0,00519304
205;29573;139968	0,785398163	100000		78539,81634	  16854,78883 	78429		3,13716		0,00519304
5;3;16			      0,785398163	1000000		785398,1634	  168547,8883 	875000	3,5		    0,001642183
205;29573;139968	0,785398163	1000000		785398,1634	  168547,8883 	785380	3,14152		0,001642183
